,Driver,Start,Mid Race,Finish,High Pos.,Low Pos.,Avg. Pos.,Pass Diff.,Green Flag Passes,Green Flag Times Passed,Quality Passes,Pct. Quality Passes,Fastest Lap,Top 15 Laps,Pct. Top 15 Laps,Laps Led,Pct. Laps Led,Total Laps,DRIVER RATING,race_ID
32,Timmy Hill,34,33,33,10,37,34,-7,10,17,0,0.0,2,1,0.5,0,0.0,205,34.4,116
33,J.J. Yeley,21,31,34,8,38,32,-16,19,35,0,0.0,0,4,2.0,0,0.0,204,34.2,116
34,B.J. McLeod,32,34,35,5,37,34,10,20,10,0,0.0,1,5,2.5,0,0.0,203,30.9,116
35,Josh Bilicki,37,36,36,11,38,37,-2,6,8,0,0.0,1,2,1.0,0,0.0,200,28.9,116
36,Bubba Wallace,38,9,37,3,38,18,-27,65,92,40,61.5,0,131,79.4,0,0.0,165,63.3,116
37,Brennan Poole,30,38,38,16,38,35,-16,21,37,0,0.0,0,0,0.0,0,0.0,86,34.0,116
38,Joey Gase,36,39,39,36,39,39,-5,2,7,0,0.0,0,0,0.0,0,0.0,8,25.2,116
39,Garrett Smithley,33,40,40,33,33,40,-7,1,8,0,0.0,0,0,0.0,0,0.0,0,26.0,116
0,Brad Keselowski,1,9,1,1,23,7,11,67,56,61,91.0,32,481,96.2,115,23.0,500,120.5,117
1,Clint Bowyer,23,6,2,2,31,13,23,122,99,77,63.1,8,394,78.8,0,0.0,500,94.0,117
2,Jimmie Johnson,24,13,3,2,24,7,9,74,65,65,87.8,16,483,96.6,0,0.0,500,113.1,117
3,Kyle Busch,7,5,4,1,34,8,26,69,43,43,62.3,55,423,84.6,100,20.0,500,114.0,117
4,Erik Jones,15,8,5,1,24,11,34,97,63,74,76.3,25,451,90.2,0,0.0,500,97.1,117
5,Austin Dillon,20,15,6,3,23,14,9,92,83,38,41.3,0,282,56.4,0,0.0,500,86.2,117
6,Kurt Busch,12,26,7,7,30,20,-8,75,83,31,41.3,5,91,18.2,0,0.0,500,77.4,117
7,William Byron,13,7,8,1,33,14,26,131,105,67,51.1,23,302,60.4,0,0.0,500,87.0,117
8,Christopher Bell,35,17,9,3,35,16,18,117,99,37,31.6,1,229,45.8,0,0.0,500,82.7,117
9,Bubba Wallace,36,19,10,3,36,17,-15,58,73,19,32.8,0,174,34.8,0,0.0,500,78.0,117
10,Kevin Harvick,8,3,11,2,22,8,9,92,83,80,87.0,31,452,90.4,0,0.0,500,99.6,117
11,Ryan Preece,33,23,12,12,37,22,7,69,62,5,7.2,1,34,6.8,0,0.0,500,65.6,117
12,John Hunter Nemechek,18,11,13,3,28,16,5,106,101,54,50.9,3,210,42.0,0,0.0,500,76.3,117
13,Michael McDowell,25,20,14,9,35,20,-25,72,97,15,20.8,1,69,13.8,0,0.0,500,67.9,117
14,Ryan Newman,17,18,15,4,40,20,-23,90,113,44,48.9,1,112,22.4,0,0.0,500,68.4,117
15,Matt Kenseth,14,16,16,1,28,14,-10,100,110,71,71.0,10,313,62.6,0,0.0,500,79.6,117
16,Denny Hamlin,10,2,17,1,22,5,12,63,51,53,84.1,30,483,96.6,131,26.2,500,112.8,117
17,Daniel Suarez,37,24,18,11,37,26,-21,49,70,2,4.1,1,10,2.0,0,0.0,500,52.9,117
18,Timmy Hill,38,25,19,9,38,27,-21,20,41,0,0.0,0,2,0.4,0,0.0,500,50.8,117
19,"Martin Truex, Jr.",5,14,20,2,24,12,0,91,91,67,73.6,28,368,73.6,0,0.0,500,84.6,117
20,Joey Logano,3,4,21,1,21,7,-5,90,95,83,92.2,19,471,94.2,2,0.4,500,89.5,117
21,Chase Elliott,6,1,22,1,22,4,-13,55,68,55,100.0,39,497,99.4,88,17.6,500,103.5,117
22,Chris Buescher,19,10,23,4,30,24,-1,59,60,14,23.7,1,47,9.5,0,0.0,496,54.6,117
23,Brennan Poole,34,28,24,24,40,30,-5,12,17,0,0.0,1,0,0.0,0,0.0,494,44.7,117
24,J.J. Yeley,40,29,25,25,40,32,0,15,15,0,0.0,1,0,0.0,0,0.0,492,39.4,117
25,Garrett Smithley,31,31,26,20,40,33,5,16,11,0,0.0,1,0,0.0,0,0.0,489,36.4,117
26,Quin Houff,28,32,27,27,40,34,-9,13,22,0,0.0,1,0,0.0,0,0.0,483,36.4,117
27,B.J. McLeod,39,30,28,27,40,32,7,16,9,0,0.0,2,0,0.0,0,0.0,477,39.8,117
28,Aric Almirola,2,21,29,2,23,8,-6,49,55,49,100.0,22,449,95.5,0,0.0,470,94.7,117
29,Gray Gaulding,30,22,30,8,37,27,10,42,32,0,0.0,0,2,0.4,0,0.0,456,46.0,117
30,Matt DiBenedetto,9,27,31,1,33,25,-16,60,76,7,11.7,5,85,18.6,4,0.9,456,61.1,117
31,Corey LaJoie,32,12,32,6,39,27,-10,47,57,12,25.5,0,24,6.4,0,0.0,375,47.5,117
32,Joey Gase,27,33,33,27,40,36,-10,2,12,0,0.0,1,0,0.0,0,0.0,302,30.6,117
33,"Ricky Stenhouse, Jr.",16,34,34,6,22,23,8,49,41,49,100.0,6,225,98.7,0,0.0,228,63.3,117
34,Cole Custer,22,35,35,13,31,29,-7,49,56,1,2.0,0,7,3.1,0,0.0,228,43.7,117
35,Tyler Reddick,21,36,36,17,34,31,0,51,51,0,0.0,0,0,0.0,0,0.0,228,37.0,117
36,Alex Bowman,11,37,37,2,30,28,1,57,56,12,21.1,4,113,49.6,0,0.0,228,47.7,117
37,Bayley Currey,26,38,38,26,40,37,1,12,11,0,0.0,0,0,0.0,0,0.0,203,29.5,117
38,Ty Dillon,29,39,39,11,30,32,-8,30,38,6,20.0,0,18,9.0,0,0.0,201,38.3,117
39,Ryan Blaney,4,40,40,1,15,25,-1,7,8,7,100.0,19,199,100.0,60,30.2,199,86.7,117
0,Kevin Harvick,9,6,1,1,19,3,7,53,46,44,83.0,39,322,99.1,151,46.5,325,138.0,118
1,Kyle Busch,4,4,2,1,17,4,-5,46,51,39,84.8,24,323,99.4,7,2.2,325,118.4,118
2,"Martin Truex, Jr.",11,3,3,1,12,3,10,45,35,38,84.4,53,325,100.0,65,20.0,325,130.1,118
3,Ryan Blaney,7,14,4,1,28,9,8,110,102,70,63.6,21,315,96.9,2,0.6,325,102.3,118
4,Denny Hamlin,10,5,5,2,15,6,11,72,61,55,76.4,9,325,100.0,0,0.0,325,105.7,118
5,Kurt Busch,12,13,6,1,40,14,31,133,102,75,56.4,13,266,81.8,1,0.3,325,93.3,118
6,Jimmie Johnson,15,8,7,5,22,9,-2,74,76,53,71.6,2,317,97.5,0,0.0,325,97.0,118
7,Chase Elliott,1,9,8,1,20,6,-5,82,87,69,84.1,10,322,99.1,26,8.0,325,108.8,118
8,Brad Keselowski,6,1,9,1,29,10,-8,85,93,50,58.8,19,280,86.2,5,1.5,325,99.8,118
9,Joey Logano,3,15,10,1,28,12,10,92,82,33,35.9,23,213,65.5,10,3.1,325,89.6,118
10,Austin Dillon,16,19,11,8,29,18,-1,110,111,14,12.7,2,67,20.7,0,0.0,324,73.8,118
11,Alex Bowman,8,7,12,2,30,12,-1,122,123,69,56.6,6,260,80.2,0,0.0,324,86.9,118
12,"Ricky Stenhouse, Jr.",22,16,13,7,26,14,12,116,104,62,53.4,3,277,85.5,0,0.0,324,80.2,118
13,Ryan Newman,17,18,14,8,31,20,-5,98,103,15,15.3,0,35,10.8,0,0.0,324,70.3,118
14,Matt Kenseth,19,22,15,12,29,18,11,107,96,26,24.3,1,135,41.7,0,0.0,324,71.4,118
15,Tyler Reddick,24,21,16,4,26,15,-3,115,118,43,37.4,1,133,41.0,0,0.0,324,75.1,118
16,Aric Almirola,2,17,17,2,29,17,-10,99,109,18,18.2,12,86,26.5,0,0.0,324,75.0,118
17,Christopher Bell,27,12,18,8,28,18,23,132,109,32,24.2,1,84,25.9,0,0.0,324,71.6,118
18,Cole Custer,31,20,19,18,31,22,15,115,100,0,0.0,1,0,0.0,0,0.0,324,62.4,118
19,Clint Bowyer,5,2,20,1,29,7,-19,77,96,40,51.9,30,300,92.6,58,17.9,324,104.6,118
20,Bubba Wallace,23,29,21,6,29,21,-10,103,113,9,8.7,1,41,12.7,0,0.0,324,62.7,118
21,Chris Buescher,13,23,22,9,28,22,-12,87,99,11,12.6,1,11,3.4,0,0.0,324,58.6,118
22,John Hunter Nemechek,18,26,23,6,31,25,1,111,110,8,7.2,0,7,2.2,0,0.0,324,52.5,118
23,Michael McDowell,36,25,24,2,36,25,2,95,93,12,12.6,1,11,3.4,0,0.0,324,53.4,118
24,Matt DiBenedetto,21,10,25,6,29,13,-4,96,100,39,40.6,3,204,63.0,0,0.0,324,76.7,118
25,Ryan Preece,29,24,26,7,29,25,-2,110,112,2,1.8,6,1,0.3,0,0.0,323,55.4,118
26,Corey LaJoie,25,28,27,7,31,27,-9,82,91,5,6.1,0,6,1.9,0,0.0,323,48.2,118
27,Erik Jones,14,11,28,5,30,17,-4,105,109,51,48.6,15,198,61.5,0,0.0,322,77.7,118
28,Ty Dillon,28,27,29,5,30,24,-11,85,96,2,2.4,0,5,1.6,0,0.0,322,50.7,118
29,Brennan Poole,33,30,30,4,33,30,-3,41,44,4,9.8,0,2,0.6,0,0.0,321,43.8,118
30,Daniel Suarez,37,31,31,14,37,31,2,33,31,1,3.0,1,0,0.0,0,0.0,316,40.9,118
31,Quin Houff,35,32,32,32,38,33,-6,13,19,0,0.0,0,0,0.0,0,0.0,314,35.2,118
32,William Byron,20,38,33,9,39,36,-18,24,42,4,16.7,0,4,1.3,0,0.0,313,43.3,118
33,Josh Bilicki,32,35,34,30,37,34,-3,13,16,0,0.0,0,0,0.0,0,0.0,313,36.8,118
34,Garrett Smithley,34,34,35,32,39,33,9,21,12,0,0.0,0,0,0.0,0,0.0,312,33.2,118
35,J.J. Yeley,30,33,36,30,37,34,1,14,13,0,0.0,0,0,0.0,0,0.0,311,34.8,118
36,Reed Sorenson,40,36,37,35,40,37,1,19,18,0,0.0,0,0,0.0,0,0.0,310,28.3,118
37,Joey Gase,26,37,38,26,39,37,-12,13,25,0,0.0,0,0,0.0,0,0.0,308,26.3,118
38,Timmy Hill,38,39,39,33,39,38,-3,15,18,0,0.0,2,0,0.0,0,0.0,259,27.5,118
39,B.J. McLeod,39,40,40,37,39,40,0,3,3,0,0.0,0,0,0.0,0,0.0,3,23.2,118
0,"Martin Truex, Jr.",5,16,1,1,22,8,18,36,18,27,75.0,58,386,77.2,132,26.4,500,121.2,119
1,Ryan Blaney,1,2,2,1,29,9,3,40,37,32,80.0,51,380,76.0,34,6.8,500,113.1,119
2,Brad Keselowski,6,12,3,1,34,13,2,47,45,18,38.3,24,286,57.2,5,1.0,500,97.6,119
3,Joey Logano,3,3,4,1,13,2,0,11,11,10,90.9,61,500,100.0,234,46.8,500,136.7,119
4,Chase Elliott,11,8,5,1,11,5,6,34,28,34,100.0,29,500,100.0,1,0.2,500,116.0,119
5,Alex Bowman,8,5,6,4,23,9,-3,37,40,26,70.3,18,408,81.6,0,0.0,500,99.5,119
6,Matt DiBenedetto,19,15,7,3,19,10,5,49,44,38,77.6,2,399,79.8,0,0.0,500,91.7,119
7,William Byron,15,7,8,2,19,11,21,54,33,50,92.6,13,431,86.2,0,0.0,500,93.2,119
8,Kurt Busch,9,9,9,2,16,9,8,44,36,44,100.0,7,498,99.6,0,0.0,500,98.6,119
9,Jimmie Johnson,21,1,10,1,21,6,10,41,31,31,75.6,24,485,97.0,70,14.0,500,113.8,119
10,Bubba Wallace,23,6,11,1,25,12,16,59,43,41,69.5,17,415,83.0,0,0.0,500,87.5,119
11,Ryan Newman,16,13,12,8,21,13,-7,51,58,33,64.7,7,380,76.0,0,0.0,500,79.1,119
12,Chris Buescher,24,11,13,7,29,13,4,39,35,21,53.8,6,454,90.8,0,0.0,500,82.4,119
13,Michael McDowell,29,14,14,4,29,14,8,40,32,22,55.0,6,453,90.6,0,0.0,500,77.1,119
14,Kevin Harvick,10,4,15,2,15,7,-7,36,43,36,100.0,20,500,100.2,0,0.0,499,100.6,119
15,Tyler Reddick,14,10,16,6,19,13,-1,40,41,31,77.5,5,338,67.7,0,0.0,499,75.0,119
16,Clint Bowyer,4,18,17,2,19,11,-14,25,39,21,84.0,11,295,59.1,0,0.0,499,83.4,119
17,Corey LaJoie,25,17,18,1,25,17,-7,29,36,7,24.1,0,48,9.6,5,1.0,499,65.8,119
18,Kyle Busch,7,25,19,3,35,22,0,34,34,8,23.5,15,50,10.0,0,0.0,499,67.1,119
19,Erik Jones,13,22,20,8,24,20,-2,44,46,10,22.7,3,62,12.5,0,0.0,497,67.3,119
20,"Ricky Stenhouse, Jr.",17,21,21,13,26,21,11,43,32,6,14.0,5,64,12.9,0,0.0,497,61.7,119
21,Ty Dillon,30,24,22,20,37,26,4,50,46,0,0.0,0,0,0.0,0,0.0,497,47.2,119
22,Matt Kenseth,20,26,23,12,29,24,-7,44,51,6,13.6,1,13,2.6,0,0.0,497,54.4,119
23,Denny Hamlin,12,27,24,11,32,24,-20,42,62,3,7.1,0,26,5.2,0,0.0,497,52.5,119
24,John Hunter Nemechek,18,19,25,17,30,21,-2,47,49,0,0.0,4,0,0.0,0,0.0,497,56.0,119
25,Ryan Preece,28,20,26,11,31,21,2,46,44,16,34.8,2,88,17.7,0,0.0,496,60.9,119
26,Daniel Suarez,37,32,27,22,37,29,7,37,30,0,0.0,1,0,0.0,0,0.0,494,45.2,119
27,Christopher Bell,32,31,28,21,33,28,5,43,38,0,0.0,0,0,0.0,0,0.0,494,48.2,119
28,Cole Custer,27,28,29,21,33,28,-11,30,41,0,0.0,11,0,0.0,0,0.0,494,45.6,119
29,Brennan Poole,31,29,30,27,35,31,-1,25,26,0,0.0,0,0,0.0,0,0.0,494,38.2,119
30,J.J. Yeley,26,33,31,22,33,31,-8,30,38,0,0.0,0,0,0.0,0,0.0,493,41.2,119
31,David Starr,33,35,32,30,37,34,1,22,21,0,0.0,0,0,0.0,0,0.0,479,32.3,119
32,Aric Almirola,2,23,33,1,34,24,-32,27,59,2,7.4,24,41,8.6,19,4.0,476,55.5,119
33,Quin Houff,34,36,34,34,38,36,0,6,6,0,0.0,2,0,0.0,0,0.0,474,26.4,119
34,Joey Gase,36,37,35,23,39,36,12,16,4,0,0.0,1,0,0.0,0,0.0,464,30.0,119
35,Garrett Smithley,35,38,36,33,39,38,1,8,7,0,0.0,0,0,0.0,0,0.0,450,28.2,119
36,Austin Dillon,22,30,37,22,39,33,-1,25,26,0,0.0,16,0,0.0,0,0.0,399,41.3,119
37,Reed Sorenson,39,34,38,22,39,35,-1,20,21,0,0.0,0,0,0.0,0,0.0,295,33.0,119
38,Timmy Hill,38,39,39,20,38,37,-6,18,24,0,0.0,1,0,0.0,0,0.0,105,32.2,119
0,Denny Hamlin,1,1,1,1,13,2,0,43,43,34,79.1,31,267,100.0,137,51.3,267,140.7,120
1,Chase Elliott,5,5,2,1,14,4,1,68,67,54,79.4,28,267,100.0,27,10.1,267,117.4,120
2,Ryan Blaney,11,2,3,1,12,3,8,55,47,50,90.9,27,267,100.0,70,26.2,267,122.3,120
3,Tyler Reddick,24,3,4,1,24,4,22,79,57,54,68.4,48,265,99.3,3,1.1,267,115.5,120
4,Aric Almirola,21,11,5,3,30,9,18,108,90,57,52.8,5,237,88.8,0,0.0,267,103.4,120
5,Kyle Busch,4,8,6,1,29,9,-7,122,129,82,67.2,8,259,97.0,2,0.7,267,98.6,120
6,Austin Dillon,16,12,7,4,30,14,22,134,112,43,32.1,6,149,55.8,0,0.0,267,86.3,120
7,Christopher Bell,36,15,8,7,36,16,28,132,104,37,28.0,3,139,52.1,0,0.0,267,82.7,120
8,William Byron,22,4,9,3,38,10,13,90,77,38,42.2,1,229,85.8,0,0.0,267,95.1,120
9,Brad Keselowski,3,16,10,1,28,11,-7,92,99,55,59.8,7,200,74.9,1,0.4,267,86.7,120
10,Clint Bowyer,12,10,11,5,27,11,0,114,114,82,71.9,0,245,91.8,0,0.0,267,87.2,120
11,"Martin Truex, Jr.",6,9,12,3,24,11,-9,83,92,54,65.1,2,250,93.6,0,0.0,267,86.6,120
12,Bubba Wallace,17,20,13,11,28,18,3,125,122,27,21.6,0,72,27.0,0,0.0,267,72.5,120
13,Matt DiBenedetto,23,14,14,10,38,18,23,113,90,32,28.3,5,143,53.6,0,0.0,267,83.7,120
14,Michael McDowell,30,19,15,2,38,21,29,143,114,10,7.0,4,18,6.7,0,0.0,267,79.1,120
15,Jimmie Johnson,9,23,16,3,35,23,-5,109,114,13,11.9,2,15,5.6,0,0.0,266,56.0,120
16,Kurt Busch,10,13,17,6,24,14,-3,98,101,53,54.1,1,163,61.3,0,0.0,266,72.4,120
17,Alex Bowman,8,6,18,3,28,9,-18,90,108,54,60.0,1,229,86.1,0,0.0,266,87.7,120
18,John Hunter Nemechek,18,22,19,7,29,20,-4,118,122,6,5.1,0,9,3.4,0,0.0,266,62.8,120
19,"Ricky Stenhouse, Jr.",19,28,20,10,34,23,-8,127,135,7,5.5,2,3,1.1,0,0.0,266,56.2,120
20,Erik Jones,15,18,21,4,35,15,-12,119,131,60,50.4,27,151,56.8,0,0.0,266,81.7,120
21,Cole Custer,35,24,22,9,35,22,4,123,119,11,8.9,1,13,4.9,0,0.0,266,54.6,120
22,Chris Buescher,13,17,23,7,31,17,-17,92,109,40,43.5,4,103,38.7,0,0.0,266,66.5,120
23,Ryan Preece,33,21,24,2,36,21,5,131,126,24,18.3,0,39,14.7,0,0.0,266,58.2,120
24,Matt Kenseth,20,26,25,2,35,25,-14,93,107,7,7.5,11,13,4.9,0,0.0,266,48.8,120
25,Kevin Harvick,7,7,26,2,37,15,17,134,117,57,42.5,4,166,62.4,0,0.0,266,76.1,120
26,Joey Logano,2,27,27,1,30,22,-3,70,73,18,25.7,6,48,18.1,27,10.2,265,62.4,120
27,Ty Dillon,32,29,28,3,35,28,-2,100,102,4,4.0,0,2,0.8,0,0.0,265,43.0,120
28,Corey LaJoie,26,30,29,15,38,29,-12,46,58,0,0.0,1,0,0.0,0,0.0,264,43.1,120
29,Ryan Newman,14,25,30,9,38,24,1,91,90,5,5.5,2,36,13.7,0,0.0,263,50.5,120
30,Daniel Suarez,37,31,31,23,37,31,-8,38,46,0,0.0,0,0,0.0,0,0.0,263,38.5,120
31,Brennan Poole,28,33,32,9,37,33,-11,22,33,0,0.0,0,1,0.4,0,0.0,260,33.8,120
32,Quin Houff,31,34,33,7,38,33,-15,17,32,0,0.0,0,2,0.8,0,0.0,259,33.7,120
33,Timmy Hill,38,36,34,11,38,35,0,23,23,0,0.0,1,1,0.4,0,0.0,257,29.9,120
34,B.J. McLeod,34,37,35,10,38,36,0,18,18,0,0.0,1,2,0.8,0,0.0,256,26.6,120
35,Joey Gase,29,38,36,19,38,37,-20,10,30,0,0.0,1,0,0.0,0,0.0,255,24.2,120
36,Josh Bilicki,27,35,37,18,38,36,-7,19,26,0,0.0,0,0,0.0,0,0.0,245,27.5,120
37,J.J. Yeley,25,32,38,1,37,33,-14,29,43,0,0.0,0,2,0.9,0,0.0,211,34.2,120
0,Ryan Blaney,12,1,1,1,24,6,23,301,278,269,89.4,1,185,96.9,63,33.0,191,121.4,121
1,"Ricky Stenhouse, Jr.",20,13,2,1,34,10,50,492,442,340,69.1,4,157,82.2,5,2.6,191,109.1,121
2,Aric Almirola,15,27,3,3,34,20,-56,304,360,148,48.7,1,55,28.8,0,0.0,191,74.3,121
3,Denny Hamlin,2,19,4,1,37,12,-51,366,417,244,66.7,5,129,67.5,18,9.4,191,112.6,121
4,Erik Jones,18,28,5,1,35,23,-46,196,242,64,32.7,3,31,16.2,0,0.0,191,71.5,121
5,Chris Buescher,21,11,6,1,31,15,33,538,505,260,48.3,4,91,47.6,4,2.1,191,91.6,121
6,Alex Bowman,8,16,7,1,27,11,-3,519,522,363,69.9,2,141,73.8,12,6.3,191,91.2,121
7,John Hunter Nemechek,22,34,8,1,35,18,44,469,425,216,46.1,7,78,40.8,0,0.0,191,84.1,121
8,Kurt Busch,7,24,9,2,35,12,-17,476,493,369,77.5,1,149,78.0,0,0.0,191,88.5,121
9,Kevin Harvick,5,12,10,1,33,15,-27,362,389,228,63.0,2,106,55.5,2,1.0,191,77.8,121
10,William Byron,19,10,11,1,36,12,20,528,508,352,66.7,4,133,69.6,11,5.8,191,93.2,121
11,Ty Dillon,33,21,12,2,33,19,32,403,371,133,33.0,10,44,23.0,0,0.0,191,83.0,121
12,Jimmie Johnson,4,9,13,1,27,10,10,479,469,398,83.1,2,164,85.9,1,0.5,191,91.2,121
13,Bubba Wallace,24,5,14,1,33,15,37,519,482,252,48.6,3,87,45.5,1,0.5,191,81.5,121
14,Ryan Preece,31,26,15,1,35,18,18,421,403,243,57.7,7,72,37.7,3,1.6,191,75.0,121
15,Corey LaJoie,25,23,16,2,35,26,26,129,103,7,5.4,5,10,5.2,0,0.0,191,70.1,121
16,Joey Logano,9,2,17,1,22,4,13,287,274,267,93.0,0,182,95.3,33,17.3,191,101.4,121
17,Michael McDowell,26,25,18,2,32,21,-5,341,346,59,17.3,11,23,12.0,0,0.0,191,74.3,121
18,Brad Keselowski,6,3,19,1,27,8,6,380,374,330,86.8,2,168,88.0,0,0.0,191,93.1,121
19,Tyler Reddick,16,17,20,1,29,13,26,485,459,265,54.6,4,112,58.6,19,9.9,191,80.7,121
20,Brendan Gaughan,39,32,21,5,39,28,-16,152,168,2,1.3,7,5,2.6,0,0.0,191,48.8,121
21,Cole Custer,28,6,22,1,31,12,5,473,468,296,62.6,3,130,68.1,0,0.0,191,79.8,121
22,"Martin Truex, Jr.",1,30,23,1,35,26,-48,88,136,19,21.6,4,11,5.8,4,2.1,191,63.3,121
23,Ryan Newman,14,29,24,1,35,24,9,160,151,16,10.0,8,15,7.9,1,0.5,191,65.9,121
24,Clint Bowyer,10,31,25,5,34,21,-85,222,307,152,68.5,3,67,35.3,0,0.0,190,56.5,121
25,Matt DiBenedetto,23,4,26,1,33,16,-6,298,304,180,60.4,6,87,45.8,1,0.5,190,73.0,121
26,Quin Houff,32,37,27,27,39,35,-5,32,37,0,0.0,1,0,0.0,0,0.0,190,36.5,121
27,Daniel Suarez,37,20,28,5,37,27,5,148,143,6,4.1,4,8,4.2,0,0.0,190,45.6,121
28,Christopher Bell,35,8,29,1,35,15,-2,470,472,328,69.8,2,116,61.1,4,2.1,190,66.6,121
29,Gray Gaulding,29,33,30,4,38,30,6,164,158,0,0.0,4,1,0.5,0,0.0,190,40.5,121
30,B.J. McLeod,30,35,31,5,36,31,-7,30,37,0,0.0,3,7,3.7,0,0.0,190,37.0,121
31,Kyle Busch,3,7,32,1,36,14,8,350,342,279,79.7,8,127,67.2,5,2.6,189,78.3,121
32,Timmy Hill,38,38,33,28,39,36,-8,33,41,0,0.0,5,0,0.0,0,0.0,185,32.1,121
33,Garrett Smithley,40,39,34,33,40,38,-3,14,17,0,0.0,1,0,0.0,0,0.0,185,27.5,121
34,Brennan Poole,27,22,35,1,37,30,12,184,172,4,2.2,7,4,2.2,1,0.6,178,38.3,121
35,J.J. Yeley,34,40,36,34,40,39,1,4,3,0,0.0,0,0,0.0,0,0.0,178,25.8,121
36,Joey Gase,36,36,37,21,40,36,6,40,34,0,0.0,2,0,0.0,0,0.0,141,30.5,121
37,Chase Elliott,11,18,38,1,36,22,23,407,384,210,51.6,6,67,49.6,3,2.2,135,60.3,121
38,Austin Dillon,17,15,39,2,24,22,3,357,354,202,56.6,3,75,56.4,0,0.0,133,55.5,121
39,Matt Kenseth,13,14,40,3,37,29,-60,178,238,68,38.2,2,28,22.0,0,0.0,127,44.0,121
0,Kevin Harvick,9,4,1,1,34,9,1,56,55,39,69.6,17,115,88.5,17,13.1,130,122.8,122
1,Denny Hamlin,3,1,2,1,36,7,-6,55,61,37,67.3,21,121,93.1,10,7.7,130,127.5,122
2,Aric Almirola,1,12,3,1,28,6,-13,35,48,18,51.4,26,115,88.5,61,46.9,130,133.0,122
3,Christopher Bell,36,5,4,4,36,15,17,90,73,32,35.6,1,74,56.9,0,0.0,130,93.8,122
4,Kyle Busch,4,2,5,2,26,8,22,64,42,38,59.4,7,122,93.8,0,0.0,130,111.0,122
5,"Martin Truex, Jr.",11,20,6,1,23,8,-2,65,67,35,53.8,2,117,90.0,14,10.8,130,110.8,122
6,Clint Bowyer,18,11,7,7,35,17,31,95,64,23,24.2,0,54,41.5,0,0.0,130,81.5,122
7,Michael McDowell,26,10,8,1,27,15,24,72,48,23,31.9,0,64,49.2,1,0.8,130,89.2,122
8,Brad Keselowski,8,6,9,5,29,14,23,81,58,29,35.8,5,81,62.3,0,0.0,130,89.0,122
9,Chris Buescher,24,25,10,1,29,14,-2,78,80,28,35.9,1,79,60.8,3,2.3,130,95.5,122
10,Matt Kenseth,22,27,11,6,37,16,-3,80,83,25,31.2,1,73,56.2,0,0.0,130,86.0,122
11,Ryan Blaney,2,16,12,2,37,13,-1,76,77,13,17.1,7,71,54.6,0,0.0,130,88.0,122
12,Matt DiBenedetto,21,23,13,2,32,13,-13,65,78,22,33.8,0,87,66.9,0,0.0,130,85.0,122
13,William Byron,16,24,14,4,27,15,-17,66,83,19,28.8,0,58,44.6,0,0.0,130,83.8,122
14,Ryan Newman,13,8,15,1,25,12,10,75,65,35,46.7,0,88,67.7,13,10.0,130,90.4,122
15,Cole Custer,25,13,16,5,31,21,1,91,90,10,11.0,0,18,13.8,0,0.0,130,59.5,122
16,"Ricky Stenhouse, Jr.",14,9,17,5,37,19,13,84,71,23,27.4,2,44,33.8,0,0.0,130,69.0,122
17,Kurt Busch,7,21,18,5,37,17,-19,69,88,12,17.4,0,49,37.7,0,0.0,130,67.3,122
18,Austin Dillon,17,26,19,5,30,19,-18,71,89,8,11.3,0,32,24.6,0,0.0,130,65.5,122
19,Ryan Preece,30,14,20,2,36,19,16,87,71,13,14.9,0,33,25.4,0,0.0,130,62.5,122
20,Jimmie Johnson,12,32,21,9,33,20,0,91,91,22,24.2,0,35,26.9,0,0.0,130,58.7,122
21,Bubba Wallace,23,19,22,9,30,20,6,74,68,20,27.0,0,31,24.0,0,0.0,129,54.0,122
22,Corey LaJoie,29,31,23,3,36,21,-16,75,91,15,20.0,1,26,20.2,0,0.0,129,57.7,122
23,John Hunter Nemechek,20,29,24,10,33,24,-14,69,83,9,13.0,1,23,17.8,0,0.0,129,51.7,122
24,Chase Elliott,5,17,25,2,30,17,-20,68,88,17,25.0,1,60,46.5,0,0.0,129,60.8,122
25,Ty Dillon,34,18,26,7,34,23,-1,84,85,8,9.5,0,16,12.4,0,0.0,129,47.3,122
26,Alex Bowman,10,22,27,5,33,16,-34,60,94,21,35.0,1,71,55.0,0,0.0,129,73.5,122
27,Daniel Suarez,37,28,28,9,37,26,-11,67,78,6,9.0,0,10,7.8,0,0.0,128,44.0,122
28,Brennan Poole,27,30,29,26,34,31,4,26,22,0,0.0,0,0,0.0,0,0.0,127,42.0,122
29,Tyler Reddick,15,7,30,6,36,23,34,52,18,20,38.5,1,46,36.5,0,0.0,126,58.7,122
30,J.J. Yeley,33,33,31,18,36,32,11,39,28,0,0.0,1,0,0.0,0,0.0,125,39.5,122
31,Josh Bilicki,40,37,32,19,40,34,0,14,14,0,0.0,0,0,0.0,0,0.0,125,34.0,122
32,Garrett Smithley,31,35,33,15,38,36,3,12,9,0,0.0,0,1,0.8,0,0.0,125,33.3,122
33,James Davison,35,34,34,20,38,34,5,22,17,0,0.0,0,0,0.0,0,0.0,125,35.5,122
34,Timmy Hill,38,36,35,22,38,35,-1,20,21,0,0.0,1,0,0.0,0,0.0,125,32.0,122
35,Joey Logano,6,15,36,1,36,11,-46,51,97,15,29.4,11,90,72.6,11,8.9,124,86.6,122
36,Joey Gase,28,38,37,28,40,38,1,3,2,0,0.0,0,0,0.0,0,0.0,121,25.8,122
