,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts,Track
33,34,33,0,Jeffrey Earnhardt,VRX Simulators (StarCom Racing),Chevrolet,305,running,0,3,0,Atlanta
34,35,20,6,Trevor Bayne,AdvoCare 25th Anniversary (Jack Roush),Ford,292,engine,0,2,0,Atlanta
35,36,31,23,Gray Gaulding,Earthwater (BK Racing),Toyota,99,steering,0,1,0,Atlanta
0,1,2,4,Kevin Harvick,Jimmy John's (Stewart Haas Racing),Ford,267,running,214,40,0,Las Vegas
1,2,13,18,Kyle Busch,M&M's Caramel (Joe Gibbs),Toyota,267,running,10,43,0,Las Vegas
2,3,5,42,Kyle Larson,Credit One Bank (Chip Ganassi),Chevrolet,267,running,0,50,0,Las Vegas
3,4,4,78,"Martin Truex, Jr.",Bass Pro Shops / 5-hour Energy (Barney Visser),Toyota,267,running,6,46,0,Las Vegas
4,5,1,12,Ryan Blaney,Menards / Pennzoil (Roger Penske),Ford,267,running,1,48,0,Las Vegas
5,6,8,2,Brad Keselowski,Discount Tire (Roger Penske),Ford,267,running,0,41,0,Las Vegas
6,7,10,22,Joey Logano,Pennzoil (Roger Penske),Ford,267,running,25,43,0,Las Vegas
7,8,9,20,Erik Jones,Sport Clips (Joe Gibbs),Toyota,267,running,0,29,0,Las Vegas
8,9,12,21,Paul Menard,Motorcraft / Quick Lane Tire & Auto Center (Wood Brothers),Ford,267,running,0,30,0,Las Vegas
9,10,29,10,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,266,running,0,27,0,Las Vegas
10,11,25,31,Ryan Newman,Caterpillar (Richard Childress),Chevrolet,266,running,0,26,0,Las Vegas
11,12,14,48,Jimmie Johnson,Lowe's for Pros (Rick Hendrick),Chevrolet,266,running,0,25,0,Las Vegas
12,13,16,3,Austin Dillon,Dow Silastic Silicone Elastomers (Richard Childress),Chevrolet,266,running,0,24,0,Las Vegas
13,14,7,17,"Ricky Stenhouse, Jr.",Fastenal / DeWalt (Jack Roush),Ford,265,running,0,23,0,Las Vegas
14,15,28,37,Chris Buescher,Natural Light / Healthy Choice / Tyson (JTG-Daugherty Racing),Chevrolet,265,running,0,22,0,Las Vegas
15,16,20,88,Alex Bowman,Nationwide Insurance (Rick Hendrick),Chevrolet,265,running,0,21,0,Las Vegas
16,17,19,11,Denny Hamlin,FedEx Office (Joe Gibbs),Toyota,265,running,0,20,0,Las Vegas
17,18,11,14,Clint Bowyer,CSU One Cure (Stewart Haas Racing),Ford,265,running,0,19,0,Las Vegas
18,19,21,95,Kasey Kahne,WRL General Contractors (Leavine Family Racing),Chevrolet,264,running,0,18,0,Las Vegas
19,20,24,6,Trevor Bayne,Ford / #FordHallOfFans (Jack Roush),Ford,264,running,0,17,0,Las Vegas
20,21,26,43,Bubba Wallace,The Cosmopolitan of Las Vegas (Richard Petty Motorsports),Chevrolet,264,running,0,16,0,Las Vegas
21,22,32,32,Matt DiBenedetto,Can-Am / Wholey (Archie St. Hilaire),Ford,264,running,0,15,0,Las Vegas
22,23,23,38,David Ragan,Speedco / Love's Travel Stops (Bob Jenkins),Ford,264,running,0,14,0,Las Vegas
23,24,31,13,Ty Dillon,GEICO (Germain Racing),Chevrolet,264,running,0,13,0,Las Vegas
24,25,30,51,Cole Custer,Las Vegas / Haas CNC (Rick Ware),Ford,264,running,0,0,0,Las Vegas
25,26,18,19,Daniel Suarez,Coca-Cola (Joe Gibbs),Toyota,263,running,0,11,0,Las Vegas
26,27,17,24,William Byron,Axalta (Rick Hendrick),Chevrolet,263,running,0,10,0,Las Vegas
27,28,34,72,Cole Whitt,TriStar Motorsports (Bryan Smith),Chevrolet,262,running,0,9,0,Las Vegas
28,29,33,15,Ross Chastain,Low T Centers (Jay Robinson),Chevrolet,262,running,0,0,0,Las Vegas
29,30,27,47,A.J. Allmendinger,Kroger ClickList / Tide / Cheerios (JTG-Daugherty Racing),Chevrolet,262,running,0,7,0,Las Vegas
30,31,36,0,Jeffrey Earnhardt,VRX Simulators (StarCom Racing),Chevrolet,255,running,0,6,0,Las Vegas
31,32,37,55,Joey Gase,Nevada Donor Network (Jay Robinson),Chevrolet,253,running,0,0,0,Las Vegas
32,33,35,23,Gray Gaulding,Earthwater (BK Racing),Toyota,195,engine,0,4,0,Las Vegas
33,34,6,9,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,183,crash,0,8,0,Las Vegas
34,35,3,41,Kurt Busch,Haas Automation (Stewart Haas Racing),Ford,183,crash,0,9,0,Las Vegas
35,36,22,1,Jamie McMurray,Cessna / DC Solar (Chip Ganassi),Chevrolet,176,crash,0,1,0,Las Vegas
36,37,15,34,Michael McDowell,Love's Travel Stops / Speedco (Bob Jenkins),Ford,100,engine,11,1,0,Las Vegas
0,1,10,4,Kevin Harvick,Jimmy John's (Stewart Haas Racing),Ford,312,running,38,53,5,Phoenix
1,2,7,18,Kyle Busch,Skittles Sweet Heat (Joe Gibbs),Toyota,312,running,128,52,1,Phoenix
2,3,3,9,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,312,running,0,14,0,Phoenix
3,4,6,11,Denny Hamlin,FedEx Freight (Joe Gibbs),Toyota,312,running,33,40,0,Phoenix
4,5,1,78,"Martin Truex, Jr.",5-hour Energy / Bass Pro Shops (Barney Visser),Toyota,312,running,3,41,0,Phoenix
5,6,19,14,Clint Bowyer,Haas Automation (Stewart Haas Racing),Ford,312,running,0,32,0,Phoenix
6,7,22,10,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,312,running,0,30,0,Phoenix
7,8,15,19,Daniel Suarez,Arris (Joe Gibbs),Toyota,312,running,0,29,0,Phoenix
8,9,9,20,Erik Jones,Sport Clips (Joe Gibbs),Toyota,312,running,0,29,0,Phoenix
9,10,23,41,Kurt Busch,Mobil 1 / Haas Automation (Stewart Haas Racing),Ford,312,running,6,40,1,Phoenix
10,11,13,31,Ryan Newman,Grainger (Richard Childress),Chevrolet,312,running,23,26,0,Phoenix
11,12,11,24,William Byron,Axalta (Rick Hendrick),Chevrolet,312,running,15,25,0,Phoenix
12,13,4,88,Alex Bowman,Nationwide Insurance (Rick Hendrick),Chevrolet,312,running,0,24,0,Phoenix
13,14,17,48,Jimmie Johnson,Lowe's for Pros (Rick Hendrick),Chevrolet,312,running,0,23,0,Phoenix
14,15,25,2,Brad Keselowski,Alliance Truck Parts (Roger Penske),Ford,312,running,12,35,0,Phoenix
15,16,12,12,Ryan Blaney,DeVilbiss / Carlisle (Roger Penske),Ford,311,running,0,21,0,Phoenix
16,17,18,3,Austin Dillon,Dow (Richard Childress),Chevrolet,311,running,0,20,0,Phoenix
17,18,2,42,Kyle Larson,Credit One Bank (Chip Ganassi),Chevrolet,311,running,54,27,0,Phoenix
18,19,5,22,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,311,running,0,20,0,Phoenix
19,20,21,6,Trevor Bayne,AdvoCare (Jack Roush),Ford,311,running,0,17,0,Phoenix
20,21,20,47,A.J. Allmendinger,Kroger ClickList / Breyer's / Cheerios (JTG-Daugherty Racing),Chevrolet,311,running,0,16,0,Phoenix
21,22,16,38,David Ragan,MDS Transport (Bob Jenkins),Ford,311,running,0,15,0,Phoenix
22,23,29,17,"Ricky Stenhouse, Jr.",Fastenal (Jack Roush),Ford,311,running,0,22,0,Phoenix
23,24,26,95,Kasey Kahne,WRL General Contractors (Leavine Family Racing),Chevrolet,311,running,0,15,0,Phoenix
24,25,30,32,Matt DiBenedetto,Zynga Poker (Archie St. Hilaire),Ford,311,running,0,12,0,Phoenix
25,26,8,1,Jamie McMurray,McDonald's (Chip Ganassi),Chevrolet,310,running,0,11,0,Phoenix
26,27,36,15,Ross Chastain,Low T Centers (Jay Robinson),Chevrolet,310,running,0,0,0,Phoenix
27,28,27,43,Bubba Wallace,Click n' Close (Richard Petty Motorsports),Chevrolet,309,running,0,9,0,Phoenix
28,29,24,37,Chris Buescher,Scott Towels / Bush's Beans / Clorox (JTG-Daugherty Racing),Chevrolet,309,running,0,8,0,Phoenix
29,30,28,13,Ty Dillon,GEICO (Germain Racing),Chevrolet,309,running,0,12,0,Phoenix
30,31,34,96,D.J. Kennington,Northern Provincial Pipe / Wilride Transport (Gaunt Brothers),Toyota,309,running,0,6,0,Phoenix
31,32,31,34,Michael McDowell,K-LOVE Radio (Bob Jenkins),Ford,308,running,0,11,0,Phoenix
32,33,35,51,Timmy Hill,Custom Aircraft Cabinets (Rick Ware),Chevrolet,306,running,0,0,0,Phoenix
33,34,32,23,Gray Gaulding,Earthwater (BK Racing),Toyota,304,running,0,3,0,Phoenix
34,35,37,0,Jeffrey Earnhardt,VRX Simulators (StarCom Racing),Chevrolet,292,running,0,2,0,Phoenix
35,36,14,21,Paul Menard,Menards / Dutch Boy (Wood Brothers),Ford,189,crash,0,1,0,Phoenix
36,37,33,72,Corey LaJoie,Schluter Systems (Bryan Smith),Chevrolet,23,engine,0,1,0,Phoenix
0,1,1,78,"Martin Truex, Jr.",Bass Pro Shops / 5-hour Energy (Barney Visser),Toyota,200,running,125,60,7,Fontana
1,2,3,42,Kyle Larson,DC Solar (Chip Ganassi),Chevrolet,200,running,0,43,0,Fontana
2,3,2,18,Kyle Busch,Interstate Batteries (Joe Gibbs),Toyota,200,running,62,51,0,Fontana
3,4,11,2,Brad Keselowski,Wurth (Roger Penske),Ford,200,running,0,49,0,Fontana
4,5,6,22,Joey Logano,AAA Southern California (Roger Penske),Ford,200,running,9,45,0,Fontana
5,6,25,11,Denny Hamlin,FedEx Express (Joe Gibbs),Toyota,200,running,1,39,0,Fontana
6,7,4,20,Erik Jones,SiriusXM (Joe Gibbs),Toyota,200,running,0,39,0,Fontana
7,8,8,12,Ryan Blaney,PPG (Roger Penske),Ford,200,running,0,29,0,Fontana
8,9,33,48,Jimmie Johnson,Lowe's for Pros (Rick Hendrick),Chevrolet,200,running,0,38,0,Fontana
9,10,5,3,Austin Dillon,Dow Coatings / Kilz (Richard Childress),Chevrolet,200,running,0,27,0,Fontana
10,11,26,14,Clint Bowyer,Rush Truck Centers (Stewart Haas Racing),Ford,199,running,0,30,0,Fontana
11,12,27,10,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,199,running,0,25,0,Fontana
12,13,28,88,Alex Bowman,Nationwide Insurance (Rick Hendrick),Chevrolet,199,running,0,24,0,Fontana
13,14,7,41,Kurt Busch,Haas Automation / Monster Energy (Stewart Haas Racing),Ford,199,running,0,27,0,Fontana
14,15,29,24,William Byron,Axalta (Rick Hendrick),Chevrolet,199,running,1,23,0,Fontana
15,16,31,9,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,199,running,0,21,0,Fontana
16,17,15,1,Jamie McMurray,McDonald's (Chip Ganassi),Chevrolet,199,running,1,20,0,Fontana
17,18,16,17,"Ricky Stenhouse, Jr.",Ford (Jack Roush),Ford,199,running,0,19,0,Fontana
18,19,14,21,Paul Menard,Menards / FVP (Wood Brothers),Ford,199,running,0,18,0,Fontana
19,20,19,43,Bubba Wallace,Farmer John (Richard Petty Motorsports),Chevrolet,199,running,0,17,0,Fontana
20,21,9,31,Ryan Newman,Chevrolet Accessories (Richard Childress),Chevrolet,199,running,0,16,0,Fontana
21,22,32,47,A.J. Allmendinger,Kroger ClickList / Marie Callender's (JTG-Daugherty Racing),Chevrolet,199,running,0,15,0,Fontana
22,23,30,19,Daniel Suarez,Arris / Ruckus (Joe Gibbs),Toyota,199,running,0,14,0,Fontana
23,24,34,95,Kasey Kahne,WRL General Contractors (Leavine Family Racing),Chevrolet,199,running,1,13,0,Fontana
24,25,21,38,David Ragan,1000Bulbs.com (Bob Jenkins),Ford,199,running,0,12,0,Fontana
25,26,22,34,Michael McDowell,Love's Travel Stops / Speedco (Bob Jenkins),Ford,199,running,0,11,0,Fontana
26,27,17,13,Ty Dillon,Twisted Tea (Germain Racing),Chevrolet,198,running,0,10,0,Fontana
27,28,37,72,Cole Whitt,Southern California Chevy Dealers (Bryan Smith),Chevrolet,198,running,0,9,0,Fontana
28,29,36,15,Ross Chastain,Low T Centers (Jay Robinson),Chevrolet,198,running,0,0,0,Fontana
29,30,12,37,Chris Buescher,Healthy Choice Power Bowls / Bush's (JTG-Daugherty Racing),Chevrolet,197,running,0,7,0,Fontana
30,31,18,32,Matt DiBenedetto,Can-Am / Wholey (Archie St. Hilaire),Ford,196,running,0,6,0,Fontana
31,32,20,23,Gray Gaulding,Earthwater (BK Racing),Toyota,194,running,0,5,0,Fontana
32,33,35,51,Timmy Hill,Bubba Burgers (Rick Ware),Toyota,193,running,0,0,0,Fontana
33,34,24,55,Reed Sorenson,Premium Motorsports (Jay Robinson),Chevrolet,193,running,0,0,0,Fontana
34,35,10,4,Kevin Harvick,Busch Beer (Stewart Haas Racing),Ford,191,running,0,2,0,Fontana
35,36,23,0,Jeffrey Earnhardt,VRX Simulators (StarCom Racing),Chevrolet,189,running,0,1,0,Fontana
36,37,13,6,Trevor Bayne,Performance Plus Motor Oil (Jack Roush),Ford,108,crash,0,1,0,Fontana
0,1,9,14,Clint Bowyer,Haas Automation Demo Day (Stewart Haas Racing),Ford,500,running,215,55,5,Martinsville
1,2,2,18,Kyle Busch,M&M's Caramel (Joe Gibbs),Toyota,500,running,24,50,0,Martinsville
2,3,5,12,Ryan Blaney,"Menards / Libman ""Cleaning Since 1896"" (Roger Penske)",Ford,500,running,145,52,1,Martinsville
3,4,1,78,"Martin Truex, Jr.",5-hour Energy / Bass Pro Shops (Barney Visser),Toyota,500,running,4,33,0,Martinsville
4,5,8,4,Kevin Harvick,Jimmy John's (Stewart Haas Racing),Ford,500,running,0,42,0,Martinsville
5,6,3,22,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,500,running,0,35,0,Martinsville
6,7,16,88,Alex Bowman,Nationwide Insurance (Rick Hendrick),Chevrolet,500,running,0,30,0,Martinsville
7,8,25,47,A.J. Allmendinger,Kroger ClickList / Maxwell House Max (JTG-Daugherty Racing),Chevrolet,500,running,0,36,0,Martinsville
8,9,21,9,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,500,running,0,28,0,Martinsville
9,10,4,2,Brad Keselowski,Reese / DrawTite (Roger Penske),Ford,500,running,1,43,0,Martinsville
10,11,11,41,Kurt Busch,Haas Automation / Monster Energy (Stewart Haas Racing),Ford,500,running,0,33,0,Martinsville
11,12,6,11,Denny Hamlin,FedEx Ground (Joe Gibbs),Toyota,500,running,111,41,1,Martinsville
12,13,15,21,Paul Menard,Motorcraft / Quick Lane Tire & Auto Center (Wood Brothers),Ford,500,running,0,24,0,Martinsville
13,14,10,10,Aric Almirola,Mobil 1 (Stewart Haas Racing),Ford,500,running,0,23,0,Martinsville
14,15,18,48,Jimmie Johnson,Lowe's for Pros (Rick Hendrick),Chevrolet,499,running,0,24,0,Martinsville
15,16,7,42,Kyle Larson,Credit One Bank / DC Solar (Chip Ganassi),Chevrolet,499,running,0,21,0,Martinsville
16,17,13,20,Erik Jones,"Circle K ""Take it Easy"" (Joe Gibbs)",Toyota,497,running,0,20,0,Martinsville
17,18,23,19,Daniel Suarez,Arris (Joe Gibbs),Toyota,497,running,0,19,0,Martinsville
18,19,14,31,Ryan Newman,eBay Motors (Richard Childress),Chevrolet,497,running,0,18,0,Martinsville
19,20,20,24,William Byron,Liberty University (Rick Hendrick),Chevrolet,497,running,0,17,0,Martinsville
20,21,24,34,Michael McDowell,A&W All American Food (Bob Jenkins),Ford,497,running,0,16,0,Martinsville
21,22,32,13,Ty Dillon,GEICO (Germain Racing),Chevrolet,496,running,0,15,0,Martinsville
22,23,22,37,Chris Buescher,Bush's Beans / Hidden Valley / Energizer (JTG-Daugherty Racing),Chevrolet,496,running,0,14,0,Martinsville
23,24,29,95,Kasey Kahne,WRL General Contractors (Leavine Family Racing),Chevrolet,496,running,0,13,0,Martinsville
24,25,28,38,David Ragan,MDS Transport (Bob Jenkins),Ford,495,running,0,12,0,Martinsville
25,26,26,1,Jamie McMurray,First Data / Clover (Chip Ganassi),Chevrolet,495,running,0,11,0,Martinsville
26,27,35,72,Cole Whitt,TriStar Motorsports (Bryan Smith),Chevrolet,493,running,0,10,0,Martinsville
27,28,37,96,D.J. Kennington,Gordon Brothers (Gaunt Brothers),Toyota,493,running,0,9,0,Martinsville
28,29,33,15,Ross Chastain,ChampionMachinery.com (Jay Robinson),Chevrolet,493,running,0,0,0,Martinsville
29,30,12,3,Austin Dillon,American Ethanol E15 (Richard Childress),Chevrolet,493,running,0,7,0,Martinsville
30,31,38,55,J.J. Yeley,Adirondack Tree Surgeons (Jay Robinson),Chevrolet,493,running,0,0,0,Martinsville
31,32,31,32,Matt DiBenedetto,Can-Am / Wholey (Archie St. Hilaire),Ford,488,running,0,5,0,Martinsville
32,33,27,6,Trevor Bayne,AdvoCare (Jack Roush),Ford,486,running,0,4,0,Martinsville
33,34,19,43,Bubba Wallace,STP (Richard Petty Motorsports),Chevrolet,486,running,0,3,0,Martinsville
34,35,30,51,Harrison Rhodes,Custom Aircraft Cabinets (Rick Ware),Chevrolet,482,running,0,2,0,Martinsville
35,36,34,23,Gray Gaulding,Earthwater (BK Racing),Toyota,481,running,0,1,0,Martinsville
36,37,17,17,"Ricky Stenhouse, Jr.",Fastenal (Jack Roush),Ford,481,running,0,1,0,Martinsville
37,38,36,0,Landon Cassill,USFRA.org / Starcom Fiber (StarCom Racing),Chevrolet,211,rear gear,0,0,0,Martinsville
0,1,8,18,Kyle Busch,Interstate Batteries (Joe Gibbs),Toyota,334,running,116,59,6,Fort Worth
1,2,2,4,Kevin Harvick,Busch Light (Stewart Haas Racing),Ford,334,running,87,45,1,Fort Worth
2,3,24,1,Jamie McMurray,Cessna (Chip Ganassi),Chevrolet,334,running,0,38,0,Fort Worth
3,4,21,20,Erik Jones,Reser's (Joe Gibbs),Toyota,334,running,64,41,0,Fort Worth
4,5,4,12,Ryan Blaney,"Menards / Richmond ""The Water Heater Experts"" (Roger Penske)",Ford,334,running,0,32,0,Fort Worth
5,6,7,22,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,334,running,0,46,0,Fort Worth
6,7,1,41,Kurt Busch,Haas Automation / Monster Energy (Stewart Haas Racing),Ford,334,running,40,47,0,Fort Worth
7,8,15,43,Bubba Wallace,Click n' Close (Richard Petty Motorsports),Chevrolet,334,running,0,29,0,Fort Worth
8,9,3,14,Clint Bowyer,Mobil 1 / Rush Truck Centers (Stewart Haas Racing),Ford,334,running,0,39,0,Fort Worth
9,10,33,24,William Byron,Liberty University (Rick Hendrick),Chevrolet,334,running,1,27,0,Fort Worth
10,11,20,9,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,333,running,4,13,0,Fort Worth
11,12,13,6,Trevor Bayne,Performance Plus Motor Oil (Jack Roush),Ford,333,running,0,25,0,Fort Worth
12,13,23,13,Ty Dillon,GEICO (Germain Racing),Chevrolet,332,running,0,24,0,Fort Worth
13,14,27,34,Michael McDowell,Love's Travel Stops / WinStar Casino & Resort (Bob Jenkins),Ford,332,running,0,23,0,Fort Worth
14,15,18,37,Chris Buescher,Bush's Beans / Cheerios / Hellmann's (JTG-Daugherty Racing),Chevrolet,331,running,0,22,0,Fort Worth
15,16,30,32,Matt DiBenedetto,Can-Am / Wholey (Archie St. Hilaire),Ford,329,running,0,21,0,Fort Worth
16,17,28,95,Kasey Kahne,Procore (Leavine Family Racing),Chevrolet,328,running,0,20,0,Fort Worth
17,18,31,15,Ross Chastain,Low T Centers (Jay Robinson),Chevrolet,325,running,0,0,0,Fort Worth
18,19,34,72,Cole Whitt,Rinnai (Bryan Smith),Chevrolet,324,running,0,18,0,Fort Worth
19,20,32,23,Gray Gaulding,Earthwater (BK Racing),Toyota,322,running,0,17,0,Fort Worth
20,21,35,0,Landon Cassill,USFRA.org (StarCom Racing),Chevrolet,321,running,0,0,0,Fort Worth
21,22,36,51,Harrison Rhodes,Rick Ware Racing (Rick Ware),Chevrolet,319,running,0,15,0,Fort Worth
22,23,29,38,David Ragan,1000Bulbs.com (Bob Jenkins),Ford,317,running,0,14,0,Fort Worth
23,24,22,47,A.J. Allmendinger,Kroger ClickList / Velveeta / Tyson (JTG-Daugherty Racing),Chevrolet,316,engine,0,13,0,Fort Worth
24,25,26,17,"Ricky Stenhouse, Jr.",Sunny D (Jack Roush),Ford,315,suspension,10,15,0,Fort Worth
25,26,17,3,Austin Dillon,Symbicort (Richard Childress),Chevrolet,304,running,0,11,0,Fort Worth
26,27,25,31,Ryan Newman,Grainger (Richard Childress),Chevrolet,303,crash,0,10,0,Fort Worth
27,28,16,88,Alex Bowman,Nationwide Insurance (Rick Hendrick),Chevrolet,294,running,0,9,0,Fort Worth
28,29,14,19,Daniel Suarez,"Stanley ""Racing for a Miracle"" (Joe Gibbs)",Toyota,290,running,0,8,0,Fort Worth
29,30,19,21,Paul Menard,Quick Lane Tire & Auto Center (Wood Brothers),Ford,215,crash,0,7,0,Fort Worth
30,31,37,55,Reed Sorenson,Premium Motorsports (Jay Robinson),Chevrolet,209,overheating,0,0,0,Fort Worth
31,32,12,10,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,178,crash,0,6,0,Fort Worth
32,33,11,2,Brad Keselowski,Miller Lite (Roger Penske),Ford,178,crash,0,11,0,Fort Worth
33,34,5,11,Denny Hamlin,FedEx Office (Joe Gibbs),Toyota,177,crash,12,5,0,Fort Worth
34,35,9,48,Jimmie Johnson,Lowe's for Pros (Rick Hendrick),Chevrolet,175,crash,0,2,0,Fort Worth
35,36,10,42,Kyle Larson,Credit One Bank (Chip Ganassi),Chevrolet,126,crash,0,7,0,Fort Worth
36,37,6,78,"Martin Truex, Jr.",Bass Pro Shops / 5-hour Energy (Barney Visser),Toyota,80,crash,0,1,0,Fort Worth
0,1,1,18,Kyle Busch,Skittles (Joe Gibbs),Toyota,500,running,117,49,5,Bristol
1,2,6,42,Kyle Larson,McDonald's (Chip Ganassi),Chevrolet,500,running,200,47,0,Bristol
2,3,17,48,Jimmie Johnson,Lowe's for Pros (Rick Hendrick),Chevrolet,500,running,0,46,0,Bristol
3,4,4,17,"Ricky Stenhouse, Jr.",Sunny D (Jack Roush),Ford,500,running,0,39,0,Bristol
4,5,8,88,Alex Bowman,Nationwide Insurance (Rick Hendrick),Chevrolet,500,running,0,36,0,Bristol
5,6,19,10,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,500,running,0,34,0,Bristol
6,7,39,4,Kevin Harvick,Busch Beer (Stewart Haas Racing),Ford,500,running,0,33,0,Bristol
7,8,14,14,Clint Bowyer,Haas Automation Demo Day (Stewart Haas Racing),Ford,500,running,0,37,0,Bristol
8,9,10,22,Joey Logano,AutoTrader (Roger Penske),Ford,500,running,1,28,0,Bristol
9,10,30,31,Ryan Newman,Bass Pro Shops / Cabela's (Richard Childress),Chevrolet,500,running,0,36,0,Bristol
10,11,12,19,Daniel Suarez,Arris (Joe Gibbs),Toyota,500,running,5,26,0,Bristol
11,12,23,38,David Ragan,The Pete Store (Bob Jenkins),Ford,500,running,0,25,0,Bristol
12,13,7,21,Paul Menard,Menards / Dutch Boy (Wood Brothers),Ford,499,running,0,24,0,Bristol
13,14,25,11,Denny Hamlin,FedEx Freight (Joe Gibbs),Toyota,499,running,4,30,0,Bristol
14,15,21,3,Austin Dillon,Realtree Fishing (Richard Childress),Chevrolet,499,running,0,24,0,Bristol
15,16,20,43,Bubba Wallace,STP (Richard Petty Motorsports),Chevrolet,499,running,6,22,0,Bristol
16,17,18,47,A.J. Allmendinger,Kroger ClickList / Nature Valley (JTG-Daugherty Racing),Chevrolet,499,running,0,27,0,Bristol
17,18,11,24,William Byron,Axalta (Rick Hendrick),Chevrolet,498,running,0,19,0,Bristol
18,19,31,1,Jamie McMurray,Cessna (Chip Ganassi),Chevrolet,498,running,0,18,0,Bristol
19,20,29,0,Landon Cassill,TW Cable / Superior Essex (StarCom Racing),Chevrolet,498,running,0,0,0,Bristol
20,21,24,32,Matt DiBenedetto,Keen Parts / CorvetteParts.net (Archie St. Hilaire),Ford,497,running,0,16,0,Bristol
21,22,2,41,Kurt Busch,Haas Automation / Monster Energy (Stewart Haas Racing),Ford,496,running,0,17,0,Bristol
22,23,3,2,Brad Keselowski,Discount Tire (Roger Penske),Ford,495,running,67,34,2,Bristol
23,24,33,6,Trevor Bayne,AdvoCare (Jack Roush),Ford,495,running,0,13,0,Bristol
24,25,34,72,Corey LaJoie,TriStar Motorsports (Bryan Smith),Chevrolet,494,running,0,12,0,Bristol
25,26,13,20,Erik Jones,DeWalt (Joe Gibbs),Toyota,494,running,0,16,0,Bristol
26,27,35,96,D.J. Kennington,Humboldt Broncos / #PrayForHumboldt (Gaunt Brothers),Toyota,482,running,0,10,0,Bristol
27,28,32,13,Ty Dillon,GEICO (Germain Racing),Chevrolet,475,running,0,9,0,Bristol
28,29,16,9,Chase Elliott,Mountain Dew Baja Blast (Rick Hendrick),Chevrolet,473,running,0,8,0,Bristol
29,30,26,78,"Martin Truex, Jr.",Auto-Owners Insurance (Barney Visser),Toyota,458,crash,0,7,0,Bristol
30,31,28,23,Gray Gaulding,Earthwater (BK Racing),Toyota,448,running,0,6,0,Bristol
31,32,36,55,Reed Sorenson,VIPRacingExperience.com (Jay Robinson),Chevrolet,342,crash,0,0,0,Bristol
32,33,38,66,Chad Finchum,Concrete North / Smithbilt Homes (Carl Long),Toyota,335,crash,0,0,0,Bristol
33,34,15,95,Kasey Kahne,WRL General Contractors (Leavine Family Racing),Chevrolet,236,steering,0,3,0,Bristol
34,35,5,12,Ryan Blaney,Fleetwood RV / REV Group (Roger Penske),Ford,117,crash,100,2,0,Bristol
35,36,22,37,Chris Buescher,Bush's Beans / Energizer / Downy (JTG-Daugherty Racing),Chevrolet,116,crash,0,1,0,Bristol
36,37,37,51,Harrison Rhodes,Industrial Construction Experts (Rick Ware),Toyota,115,crash,0,1,0,Bristol
